LAT,LON,SPEED,COURSE,HEADING,DESTINATION,FLAG,LENGTH,SHIPNAME,SHIPTYPE,SHIP_ID,WIDTH,DWT,DATETIME,PORT,date,week_nb,ship_type,port,is_parked
54.77127,18.99692,99,200,196,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 11:29:01,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.76542,18.99361,100,200,196,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 11:31:02,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.76007,18.99059,102,196,196,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 11:33:02,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.75468,18.98753,102,198,196,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 11:35:02,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.74926,18.98447,102,196,195,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 11:37:02,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.74385,18.9815,102,198,196,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 11:39:01,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.73847,18.97842,101,197,196,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 11:41:02,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.73228,18.97505,101,194,196,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 11:43:02,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.72687,18.97215,102,199,196,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 11:45:02,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.72149,18.96915,104,199,197,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 11:47:02,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.71603,18.96611,101,200,197,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 11:49:02,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.71064,18.96314,102,195,197,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 11:51:02,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.71064,18.96314,102,195,197,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 11:53:01,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.70249,18.95867,103,199,198,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 11:55:02,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.69622,18.95493,103,199,199,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 11:57:02,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.69083,18.95175,102,200,199,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 11:59:02,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.68539,18.94862,103,198,201,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 12:01:09,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.67916,18.94461,103,201,201,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 12:03:02,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.67377,18.94113,103,201,201,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 12:05:02,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.66839,18.93759,104,202,203,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 12:07:02,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.66302,18.93393,104,198,200,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 12:09:02,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.65741,18.93085,104,193,195,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 12:11:02,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.65179,18.92818,105,195,196,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 12:13:02,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.64617,18.92541,105,194,196,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 12:15:02,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.64055,18.92261,105,195,196,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 12:17:02,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.63503,18.91946,102,199,202,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 12:19:02,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.62977,18.91534,103,207,207,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 12:21:11,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.62461,18.91091,104,205,206,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 12:23:01,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.61952,18.90633,103,208,208,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 12:25:02,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.61441,18.90163,104,207,208,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 12:27:02,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.60884,18.89647,105,207,208,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 12:29:02,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.6037,18.89152,106,211,210,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 12:31:02,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.59829,18.88569,106,211,212,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 12:33:02,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.59343,18.88003,105,214,217,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 12:35:02,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.58885,18.87388,105,218,219,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 12:37:01,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.58431,18.8675,105,218,219,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 12:39:02,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.57984,18.86108,104,221,221,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 12:41:02,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.57549,18.85447,105,220,221,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 12:43:02,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.56664,18.84112,106,222,222,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 12:47:01,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.5644,18.83774,107,222,222,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 12:49:01,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.5644,18.83774,107,222,222,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 12:51:02,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.5644,18.83774,107,222,222,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 12:53:02,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.5644,18.83774,107,222,222,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 12:55:01,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.54369,18.80568,97,222,223,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 12:59:02,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.53971,18.79936,98,220,220,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 13:01:02,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.53133,18.7873,98,220,220,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 13:05:02,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.52716,18.78131,97,219,220,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 13:07:10,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.523,18.7753,98,219,220,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 13:09:01,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.51851,18.76883,97,220,220,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 13:11:02,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.51438,18.76283,97,219,220,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 13:13:02,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.51026,18.7568,98,219,220,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 13:15:02,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.50785,18.75325,98,220,220,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 13:17:01,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.50165,18.74412,98,221,220,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 13:19:02,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.49924,18.74054,98,221,220,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 13:21:02,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.49306,18.73135,98,220,220,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 13:23:02,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.48894,18.72523,98,219,219,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 13:25:01,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.4848,18.71914,97,221,220,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 13:27:02,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.48062,18.7132,97,218,217,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 13:29:01,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.47639,18.70733,98,219,218,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 13:31:02,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.47213,18.70151,98,218,219,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 13:33:02,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.46791,18.69565,97,217,217,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 13:35:01,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.46585,18.69279,97,220,221,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 13:37:09,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.46387,18.68978,92,221,224,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 13:39:02,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.45707,18.67747,80,226,225,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 13:41:02,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.45415,18.67219,62,226,228,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 13:43:02,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.45201,18.66804,52,225,225,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 13:45:01,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.45016,18.66463,46,230,228,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 13:47:01,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.4467,18.65843,46,225,230,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 13:51:01,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.44529,18.6553,37,236,241,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 13:53:02,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.44462,18.65339,23,241,258,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 13:55:02,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.44434,18.65195,9,260,294,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 13:57:02,gdansk,2016-12-19,51,Cargo,Gdańsk,0
54.44431,18.65153,1,236,318,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 13:59:01,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44431,18.65153,1,236,318,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 14:01:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44431,18.65153,1,236,318,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 14:03:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44436,18.6515,2,33,349,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 14:05:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44448,18.65175,2,72,342,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 14:07:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44448,18.65175,2,72,342,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 14:09:01,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44447,18.65215,2,100,325,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 14:11:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44446,18.65272,4,91,304,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 14:13:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44446,18.65272,4,91,304,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 14:15:01,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44448,18.65305,0,67,290,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 14:17:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.4445,18.65302,0,307,292,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 14:19:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.4445,18.65302,0,307,292,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 14:21:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44452,18.6531,0,71,292,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 14:23:01,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44458,18.65308,0,349,289,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 14:25:01,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44458,18.65308,0,349,289,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 14:27:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44461,18.65319,0,26,288,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 14:29:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44461,18.65319,0,26,288,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 14:31:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44467,18.65317,0,25,285,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 14:33:01,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44478,18.65322,1,343,275,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 14:35:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44479,18.65322,0,101,272,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 14:37:01,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44479,18.65322,0,101,272,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 14:39:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44469,18.6532,0,229,283,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 14:41:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44467,18.65318,0,93,286,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 14:43:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44467,18.65318,0,93,286,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 14:45:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44471,18.65319,0,330,277,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 14:47:01,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44472,18.65321,0,184,278,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 14:49:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44472,18.65321,0,184,278,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 14:51:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44467,18.65317,0,188,285,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 14:53:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44464,18.65316,0,234,285,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 14:55:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44464,18.65316,0,234,285,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 14:57:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44463,18.65321,0,158,284,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 14:59:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44463,18.65321,0,158,284,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 15:01:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44461,18.6531,0,230,284,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 15:03:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44453,18.65314,0,156,288,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 15:05:01,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44452,18.65305,0,270,292,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 15:07:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44452,18.65305,0,270,292,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 15:09:01,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44447,18.65301,0,161,294,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 15:11:10,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44447,18.65308,0,77,294,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 15:13:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44447,18.65308,0,77,294,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 15:15:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44452,18.6531,1,4,293,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 15:17:01,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44459,18.65315,1,34,288,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 15:19:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44459,18.65315,1,34,288,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 15:21:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.4447,18.65317,1,357,280,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 15:23:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44476,18.65322,0,4,277,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 15:25:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44476,18.65322,0,4,277,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 15:27:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44475,18.65317,0,235,278,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 15:29:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44477,18.65322,0,129,275,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 15:31:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44477,18.65322,0,129,275,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 15:33:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44472,18.65318,0,215,275,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 15:35:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44468,18.65318,0,210,282,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 15:37:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44468,18.65318,0,210,282,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 15:39:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44468,18.6531,0,260,284,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 15:41:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44465,18.65318,0,117,283,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 15:43:01,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44465,18.65318,0,117,283,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 15:45:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44463,18.65309,0,252,283,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 15:47:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44458,18.65311,0,151,286,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 15:49:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44458,18.65311,0,151,286,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 15:51:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44454,18.6531,1,249,290,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 15:53:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.4445,18.65313,0,128,294,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 15:55:01,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.4445,18.65313,0,128,294,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 15:57:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.4445,18.65308,0,268,289,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 15:59:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44446,18.6531,1,167,290,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 16:01:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44446,18.6531,1,167,290,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 16:03:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44439,18.65302,0,233,299,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 16:05:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44436,18.65297,0,256,302,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 16:07:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44436,18.65297,0,256,302,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 16:09:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44433,18.65301,1,125,302,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 16:11:01,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.4444,18.65302,0,353,295,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 16:13:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.4444,18.65302,0,353,295,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 16:15:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.4444,18.65308,0,138,294,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 16:17:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44439,18.65299,0,277,300,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 16:19:01,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44439,18.65299,0,277,300,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 16:21:01,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44442,18.65312,1,52,298,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 16:23:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44453,18.65314,0,355,286,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 16:25:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44453,18.65314,0,355,286,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 16:27:01,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44455,18.6532,0,71,285,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 16:29:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44455,18.6532,0,341,289,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 16:31:01,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44455,18.6532,0,341,289,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 16:33:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.4446,18.65321,0,7,285,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 16:35:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.4446,18.65321,0,7,285,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 16:37:01,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44465,18.65325,0,332,279,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 16:39:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44463,18.65323,0,229,279,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 16:41:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.4446,18.65328,0,143,284,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 16:43:01,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.4446,18.65328,0,143,284,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 16:45:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44456,18.65321,0,171,284,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 16:47:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44449,18.65319,2,221,288,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 16:49:01,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44449,18.65319,2,221,288,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 16:51:01,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44441,18.65309,0,179,295,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 16:53:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44441,18.65312,1,3,297,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 16:55:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44441,18.65312,1,3,297,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 16:57:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44444,18.65308,0,71,292,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 16:59:01,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44441,18.65316,0,197,294,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 17:01:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44441,18.65316,0,197,294,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 17:03:01,gdansk,2016-12-19,51,Cargo,Gdańsk,1
54.44439,18.65314,0,150,296,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/19 17:05:02,gdansk,2016-12-19,51,Cargo,Gdańsk,1
